release_year,sentiment
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2013,Mixed
2015,Very Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2014,Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
9999,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Positive
2015,Mostly Negative
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2012,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Mostly Positive
2013,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Mixed
2011,Positive
2013,Mostly Positive
2015,Very Positive
2015,Mostly Negative
2015,Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2012,Very Positive
2015,Very Positive
2015,Positive
2015,Very Positive
9999,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Positive
2008,Mixed
2015,Mostly Positive
2010,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Overwhelmingly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mixed
2014,Very Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Negative
2015,Positive
2015,Positive
9999,Very Positive
2015,Positive
2015,Mixed
2004,Positive
2004,Very Positive
1994,Positive
2004,Positive
2015,Mostly Negative
9999,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2007,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Negative
2015,Mixed
2015,Very Positive
9999,Very Positive
2015,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Very Negative
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2013,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mostly Negative
2005,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Positive
2015,Mostly Negative
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Positive
2014,Positive
2010,Mixed
2015,Mostly Positive
2008,Very Positive
2015,Mostly Negative
2015,Mixed
2015,Negative
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Negative
2015,Mixed
2014,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Mostly Positive
2011,Mostly Positive
2014,Mostly Positive
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2014,Positive
2015,Mostly Positive
2015,Mostly Negative
2017,Mostly Positive
9999,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Mostly Positive
2015,Very Positive
2015,Positive
2000,Mostly Positive
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2014,Positive
2017,Mostly Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2013,Positive
2015,Mostly Negative
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Mostly Positive
2011,Positive
2015,Mostly Negative
2015,Positive
2015,Positive
2015,Negative
2015,Mostly Negative
2015,Positive
2015,Mostly Positive
2014,Positive
2015,Mostly Positive
2014,Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Negative
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
1996,Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2014,Mostly Positive
2015,Mostly Negative
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2014,Positive
2015,Mostly Negative
2015,Mostly Negative
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2014,Mostly Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Mixed
2014,Very Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
9999,Mixed
2015,Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Positive
2010,Very Positive
2015,Very Positive
2013,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Positive
9999,Mostly Positive
2000,Positive
2015,Mixed
2015,Mostly Positive
2004,Very Positive
2015,Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2013,Positive
2015,Positive
2012,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2011,Very Positive
2015,Mostly Negative
2015,Mixed
1997,Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Overwhelmingly Positive
2015,Mostly Positive
1995,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Positive
2002,Mixed
2000,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
9999,Mostly Positive
2015,Mostly Positive
9999,Mostly Positive
2012,Mixed
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Negative
2015,Positive
2015,Mostly Negative
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Positive
2013,Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2014,Mostly Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Negative
2015,Mixed
2014,Very Positive
9999,Very Positive
2015,Mostly Positive
2015,Mostly Negative
2015,Very Positive
2015,Positive
2015,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Negative
2015,Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Mostly Negative
2015,Mostly Negative
2007,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2012,Very Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2010,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2014,Positive
9999,Mixed
2015,Mixed
9999,Very Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Overwhelmingly Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Mixed
2015,Positive
2015,Mostly Negative
2015,Mixed
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Negative
2003,Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2012,Mostly Positive
2015,Very Positive
2015,Positive
2012,Positive
2007,Mixed
2015,Mostly Negative
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2005,Positive
2007,Mixed
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2008,Very Positive
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2013,Mixed
2015,Mostly Negative
2013,Mixed
2013,Mostly Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Overwhelmingly Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Overwhelmingly Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Very Positive
2012,Mixed
2015,Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Positive
2015,Overwhelmingly Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Positive
2015,Positive
2015,Mostly Negative
2015,Mostly Positive
2015,Mostly Negative
2015,Mostly Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2013,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2014,Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2012,Positive
2015,Positive
2015,Very Positive
1997,Mostly Positive
2001,Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Negative
2015,Mixed
1998,Positive
2015,Very Positive
2015,Very Positive
2014,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
9999,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2007,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2012,Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Very Positive
2012,Mostly Positive
2015,Positive
2008,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
1994,Mostly Positive
1999,Mostly Positive
1994,Mostly Positive
1997,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Overwhelmingly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Negative
2006,Mixed
2015,Mixed
2015,Positive
2013,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mixed
2014,Mostly Positive
2009,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Overwhelmingly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2000,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2014,Positive
2015,Mixed
2015,Mixed
2013,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2006,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2014,Positive
2015,Mostly Negative
2015,Very Positive
2011,Very Positive
2001,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
9999,Mixed
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2014,Very Positive
2015,Mostly Positive
2015,Positive
2011,Overwhelmingly Positive
2015,Negative
2012,Mostly Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
2015,Positive
2016,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Negative
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2005,Mostly Positive
2005,Mixed
2005,Mixed
2015,Mostly Negative
2005,Very Positive
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Positive
2014,Mostly Positive
2004,Very Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mixed
2013,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mixed
9999,Mostly Positive
2014,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Positive
2014,Very Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2005,Very Positive
2005,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Negative
2015,Mixed
2014,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2014,Very Positive
2014,Mixed
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mostly Negative
2015,Mostly Negative
2015,Mixed
2015,Mostly Negative
2015,Positive
2006,Mixed
2006,Mixed
2008,Mixed
2007,Positive
2008,Very Positive
2005,Very Positive
2003,Mostly Positive
2002,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2011,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Positive
1994,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2014,Very Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2014,Mostly Positive
2015,Mostly Positive
2014,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Mostly Negative
2014,Mixed
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Very Positive
2014,Mostly Negative
2015,Overwhelmingly Positive
2015,Mostly Negative
2012,Mixed
2015,Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2014,Very Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Negative
2005,Mostly Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2013,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mostly Negative
2014,Very Positive
2015,Mixed
2011,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Overwhelmingly Positive
2015,Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2013,Very Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Positive
2012,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2012,Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Negative
2015,Positive
2015,Very Positive
2017,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Negative
2015,Very Positive
2015,Positive
2013,Mixed
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2010,Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Positive
2015,Mixed
2013,Mostly Negative
2015,Positive
2015,Mixed
2015,Mostly Negative
2013,Mixed
2011,Positive
2015,Very Positive
2015,Negative
2014,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Mostly Negative
2015,Mixed
2015,Mostly Negative
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Positive
2015,Mostly Positive
2015,Very Positive
2012,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mostly Negative
2014,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Mixed
2015,Very Positive
9999,Mostly Positive
2015,Mixed
2013,Mostly Negative
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2011,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2014,Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mostly Positive
2013,Positive
2015,Mixed
2014,Mostly Negative
2014,Mixed
2014,Mostly Positive
2014,Mixed
2013,Very Positive
2013,Mostly Positive
2014,Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Very Positive
2014,Positive
2014,Positive
2014,Negative
2014,Very Positive
2014,Positive
2006,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Mixed
2014,Mostly Negative
2014,Mostly Positive
2014,Very Positive
2014,Positive
9999,Very Positive
2014,Mostly Negative
2014,Mostly Negative
2014,Very Positive
2014,Positive
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Positive
2014,Mixed
2014,Mixed
2014,Mixed
2014,Positive
2014,Mostly Negative
2014,Overwhelmingly Positive
2014,Very Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Positive
2012,Mostly Negative
2014,Positive
2014,Mostly Positive
2014,Positive
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
1996,Very Positive
2014,Positive
2014,Mostly Positive
2014,Positive
2014,Very Positive
2014,Very Positive
2007,Mixed
2014,Mostly Positive
2014,Positive
2014,Mostly Negative
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Negative
2014,Mostly Positive
2014,Mixed
2000,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Positive
2014,Mostly Negative
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Mostly Negative
2014,Mixed
9999,Mixed
2014,Negative
2014,Positive
2014,Mostly Positive
2014,Mostly Negative
2014,Mixed
2014,Negative
2013,Overwhelmingly Positive
2014,Mixed
2014,Mostly Negative
2014,Positive
2014,Positive
2014,Mixed
2014,Mostly Negative
2014,Mixed
2014,Mixed
2014,Positive
2014,Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Mostly Negative
2014,Very Positive
2014,Overwhelmingly Positive
2014,Very Positive
2014,Very Positive
2014,Mostly Positive
2013,Mixed
2014,Mostly Negative
2014,Mixed
2014,Mostly Positive
2014,Mostly Negative
2014,Very Positive
2014,Very Positive
2014,Positive
1994,Positive
2014,Positive
2014,Mostly Negative
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Mostly Negative
2014,Mixed
1998,Mixed
2016,Mostly Negative
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Overwhelmingly Positive
2014,Very Positive
2014,Very Positive
2014,Mixed
2014,Overwhelmingly Positive
2014,Very Positive
2014,Positive
2014,Negative
2014,Mixed
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Very Positive
2014,Negative
2014,Mostly Negative
2014,Mostly Positive
9999,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Positive
2014,Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2009,Very Positive
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Mixed
2014,Mostly Negative
2014,Mostly Positive
2013,Mixed
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Very Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Very Positive
